CÓDIGO,TÍTULO
8610171200388599,SERVICIO DE ASISTENCIA TECNICA PARA EL DISEÑO DE ARTESANIA EN MADERA
8610171200388600,SERVICIO DE ASISTENCIA TECNICA PARA EL TALLADO DE ARTESANIA EN MADERA
8610171200388601,SERVICIO DE ASISTENCIA TECNICA PARA ACABADOS DECORATIVOS DE ARTESANIA EN MADERA
8610171200388606,SERVICIO DE ASISTENCIA TECNICA PARA LA SUPERVISION DE LINEA DE PRODUCCION EN MUESTRAS DE TEJIDO A MANO
8610171200390380,TALLER DE ARMADO DE JOYAS ARTESANALES
8610171200390381,TALLER DE ACABADO DE JOYAS ARTESANALES
8610171300229747,CURSO EN TEMAS DE DERECHO ADMINISTRATIVO Y FINANZAS BASICAS
8610171300229761,CURSO EN TEMAS DE FORMACION Y CAPACITACION DE CONCILIADORES EXTRAJUDICIALES
8610171300254941,TALLER EN TEMAS DE DELITOS CONTRA LA ADMINISTRACION PUBLICA
8610171300262811,CURSO EN TEMAS DE DERECHO CIVIL Y PROCESAL CIVIL
8610171300262812,CURSO EN TEMAS DE DERECHO PENAL Y PROCESAL PENAL
8610171300283610,CURSO EN TEMAS DE PROCEDIMIENTO ADMINISTRATIVO SANCIONADOR
8610171300294179,CURSO EN TEMAS DE DEFENSA NACIONAL
8610171300294183,CURSO EN TEMAS DE DERECHO ADMINISTRATIVO
8610171300294184,CURSO EN TEMAS DE DERECHO CIVIL
8610171300294185,CURSO EN TEMAS DE DERECHO CONSTITUCIONAL
8610171300294186,CURSO EN TEMAS DE DERECHO PENAL
8610171300294188,CURSO EN TEMAS DE DERECHO SOCIETARIO
8610171300294189,CURSO EN TEMAS DE EXPRESION JURIDICA Y DEFENSA LEGAL
8610171300294192,CURSO EN TEMAS DE LEGISLACION LABORAL
8610171300294206,CURSO EN TEMAS DE RESPONSABILIDAD SOLIDARIA
8610171300337543,CURSO EN TEMAS DE DERECHO INTERNACIONAL PUBLICO
8610171400229564,CONGRESO EN TEMAS DE DERECHO DE AUTOR
8610171400229593,SEMINARIO EN TEMAS DE INTERNET Y SU NORMATIVA
8610171400229849,SERVICIO DE ACTUALIZACION EN ARANCEL DE ADUANAS
8610171400229871,CURSO EN TEMAS DE ECONOMIA Y DERECHO DE CONSUMO
8610171500229553,SEMINARIO EN TEMAS DE TRANSPORTES
8610171700229236,CURSO EN TEMAS DE MARKETING
8610180100229296,CURSO EN TEMAS DE ADMINISTRACION FINANCIERA
8610180100229301,CONGRESO DE CONTADORES PUBLICOS DEL PERU
8610180100229319,SERVICIO DE INSTRUCCION EN ELABORACION DE ESTRUCTURA DE COSTO
8610180100229353,CURSO DE AUDITORIA INTERNA
8610180100229574,CURSO DE CONTABILIDAD FINANCIERA
8610180100229707,CURSO DE ACTUALIZACION EN NORMAS DE PRESUPUESTO
8610180100229835,CURSO DE CERTIFICACION PARA CAJEROS
8610180100230013,CURSO DE PRESUPUESTO POR RESULTADOS  PPR
8610180100254925,CURSO EN EVALUACION DE PROYECTOS Y MODELOS FINANCIEROS PARA SISTEMAS DE TRANSPORTE MASIVO
8610180100254943,TALLER DE GESTION DE COSTOS EN CONTABILIDAD
8610180100294105,CURSO EN TEMAS DE CONTABILIDAD
8610180100294110,CURSO EN TEMAS DE FINANZAS
8610180100294116,CURSO EN TEMAS DE NORMAS INTERNACIONALES DE CONTABILIDAD
8610180100294117,CURSO EN TEMAS DE NORMAS INTERNACIONALES DE INFORMACIÓN FINANCIERA
8610180100294124,CURSO EN TEMAS DE COMERCIO EXTERIOR
8610180100294127,CURSO EN TEMAS DE PRECIOS DE TRANSFERENCIA Y DETERMINACION DEL VALOR DE ADUANA
8610180100294287,CURSO EN TEMAS DE PLANIFICACION TRIBUTARIA
8610180100294295,CURSO EN TEMAS DE TRIBUTACION
8610180100372518,CURSO EN TEMAS DE INGRESOS PASIVOS
8610180100384645,CURSO EN TEMAS DE EMPLEO E INGRESOS
8610180200229624,CURSO DE ACTUALIZACION EN PLANEAMIENTO ESTRATEGICO
8610180200229625,CURSO DE ACTUALIZACION EN PROCESOS DE GESTION PUBLICA
8610180200255269,SERVICIO DE MOTIVACION Y SENSIBILIZACION DE TALLER DE INTEGRACION
8610180200294657,CURSO EN TEMAS DE COBRANZA COACTIVA
8610180200312722,CURSO EL SERVICIO AL CLIENTE
8610180200312723,CURSO DE CALIDAD DE SERVICIO
8610180200326629,TALLER DE PRACTICA DE HERRAMIENTAS DE GESTION PARA LA MEJORA DE ATENCION AL USUARIO
8610180200369294,CURSO RELACIONADO A GESTOR DE COLAS
8610180400229241,CURSO EN TEMAS DE ADMINISTRACION DE OPERACIONES
8610180400229254,CURSO DE ALTA DIRECCION EMPRESARIAL
8610180400229643,CURSO DE ORGANIZACION DE EVENTOS CORPORATIVOS Y EMPRESARIALES
8610180400229768,CURSO EN TEMAS DE ADMINISTRACION DE LA PRODUCCION / OPERACIONES
8610180400229920,SEMINARIO VIRTUAL EN TEMAS DE EXPORTACIONES
8610180400294094,CURSO EN TEMAS DE CONTRATOS DE COLABORACION EMPRESARIAL
8610180400362078,TALLER RELACIONADO A TEMAS DE GESTION EMPRESARIAL
8610180400362241,CURSO DE AUXILIAR EN VENTAS
8610180400373876,CURSO EN TEMAS DE AUTOEMPLEO PARA EMPRENDEDORES
8610180500362005,CURSO EN TEMAS DE SOLDADURA SMAW
8610180500362240,CURSO DE ALBAÑILERIA
8610180500390724,CURSO DE OPERACION Y MANTENIMIENTO DE SERVICIOS DE SANEAMIENTO
8610180600229368,CURSO EN TEMAS DE SALUD
8610180600229482,CURSO DE ACTUALIZACION EN PROMOCION DE LA SALUD
8610180600229604,CURSO DE ACTUALIZACION EN SALUD Y MEDIO AMBIENTE
8610180600229613,CURSO EN TEMAS DE SALUD MENTAL
8610180600229869,CURSO DE SEXUALIDAD EN ADOLECENTES
8610180600229923,CURSO DE ACTUALIZACION DE EQUIPOS BIOMEDICOS
8610180600229933,CURSO DE ACREDITACION DE LOS SERVICIOS DE SALUD
8610180600230043,CONGRESO EN TEMAS DE ADMINISTRACION DE SERVICIOS DE SALUD
8610180600254945,TALLER DE INSERCION Y MANEJO DE CATETER VENOSO CENTRAL Y PERIFERICO
8610180600261639,CURSO DE AUDITORIA EN SEGURIDAD Y SALUD EN EL TRABAJO
8610180600314319,CONGRESO EN TEMAS DE SALUD MENTAL
8610180600336783,CURSO INTERNACIONAL DE BUENAS PRACTICAS CLINICAS
8610180700229237,CURSO EN TEMAS DE LIDERAZGO
8610180700229239,CURSO EN TEMAS DE ADMINISTRACION DE RECURSOS HUMANOS
8610180700229252,ESPECIALIZACION EN ASISTENTE EN GESTION ADMINISTRATIVA
8610180700229257,CURSO DE ADMINISTRACION DE CALIDAD
8610180700229282,CONGRESO DE ASISTENTES DE GERENCIA
8610180700229367,CURSO DE CALIDAD TOTAL Y EXCELENCIA
8610180700229369,SEMINARIO DE GESTION ADMINISTRATIVA GUBERNAMENTAL
8610180700229374,CURSO DE GESTION POR COMPETENCIAS
8610180700229385,CURSO DE ASISTENTE DE GERENCIA
8610180700229551,SEMINARIO EN SERVICIOS DE AGUA Y SANEAMIENTO
8610180700229571,CURSO DE ADMINISTRACION DEL TIEMPO
8610180700229689,CURSO DE LIDERAZGO GERENCIAL
8610180700229716,CURSO DE CERTIFICACION ISO EN PRESTACION DE SERVICIOS
8610180700229787,CURSO DE AUDITORIA INTERNA DE CALIDAD
8610180700229812,CURSO DE GESTION DEL DESEMPEÑO POR COMPETENCIAS
8610180700254932,CURSO DE LIDERAZGO ESTRATEGICO
8610180700283617,CURSO DE DESARROLLO DE COMPETENCIAS
8610180700294130,CURSO EN TEMAS DE GESTION DE LA CAPACITACION
8610180700294131,CURSO EN TEMAS DE GESTION DE PROYECTOS
8610180700294133,CURSO EN TEMAS DE GESTION DE RIESGO
8610180700294135,CURSO EN TEMAS DE GESTION POR PROCESOS
8610180700294136,CURSO EN TEMAS DE GOBIERNO CORPORATIVO
8610180700294147,CURSO EN TEMAS DE CULTURA ORGANIZACIONAL
8610180700294155,SERVICIO DE SUPERVISIÓN DE REVISIÓN DE EXPEDIENTES
8610180700294170,CURSO EN TEMAS DE BIENESTAR LABORAL
8610180700294174,CURSO EN TEMAS DE HABILIDADES DEL SUPERVISOR
8610180700294175,CURSO EN TEMAS DE HABILIDADES DIRECTIVAS
8610180700294218,CURSO EN TEMAS DE CONSTRUCCION
8610180700294222,CURSO EN TEMAS DE MANEJO DE EQUIPOS ELECTROMECANICOS
8610180700294225,CURSO EN TEMAS DE SEGURIDAD SOCIAL
8610180700294247,CURSO EN TEMAS DE TECNICAS DE INSPECCION
8610180700294252,CURSO EN TEMAS DE COMPENSACIONES
8610180700294253,CURSO EN TEMAS DE CONTROL INTERNO
8610180700294257,CURSO EN TEMAS DE VOCACION DE SERVICIO
8610180700294265,CURSO EN TEMAS DE FORTALECIMIENTO ETICO
8610180700294268,CURSO EN TEMAS DE ANALISIS TRIBUTARIO
8610180700294270,CURSO EN TEMAS DE CODIGO TRIBUTARIO
8610180700294276,CURSO EN TEMAS DE DOBLE IMPOSICION
8610180700294278,CURSO EN TEMAS DE FIDEICOMISO
8610180700336724,ESPECIALIZACION INTERNACIONAL DE GESTION ESTRATEGICA DE LA COMUNICACION Y RELACIONES PUBLICAS
8610180700336768,CURSO GESTION ESTRATEGICA PUBLICA
8610180700336769,CURSO DE CALIDAD EN LA GESTION PUBLICA
8610180700336796,CURSO GESTION POR RESULTADOS
8610180700337137,CURSO EN TEMAS DE SANEAMIENTO DE BIENES MUEBLES
8610180700337139,CURSO EN TEMAS DE INVENTARIO
8610180700337147,SEMINARIO EN TEMAS DE CONTRATACIONES DEL ESTADO
8610180700337148,SEMINARIO EN TEMAS DE INVENTARIO DE BIENES MUEBLES
8610180700337151,TALLER EN TEMAS DE CONTRATACIONES DEL ESTADO
8610180700337152,TALLER EN TEMAS DE GESTION DE BIENES MUEBLES E INMUEBLES
8610180700337153,TALLER EN TEMAS DE GESTION DE INVENTARIOS DE BIENES MUEBLES
8610180700374605,CURSO DE LOS TRATADOS FISCALES (TAX TREATIES)
8610180800229284,SEMINARIO EN ETICA DE LA GESTION PUBLICA
8610180800229440,CURSO DE REGULACION DE SERVICIOS PUBLICOS
8610180800229449,CURSO DE ACTUALIZACION EN SISTEMAS DE CONTROL EN EL SECTOR PUBLICO
8610180800229468,CURSO DE VALOR AGREGADO EN LA AUDITORIA GUBERNAMENTAL
8610180800229730,CURSO EN FORMULACION DE PROYECTOS DE INVERSION PUBLICA
8610180800229760,CURSO EN TEMAS DE ADMINISTRACION PUBLICA
8610180800229789,CURSO DE CONTROL GUBERNAMENTAL
8610180800229938,CURSO EN TEMAS DE GESTION DE PROYECTOS DE INVERSION PUBLICA
8610180800323883,SERVICIO DE ENTRENAMIENTO EN TECNICAS DE DESARROLLO PERSONAL
8610180800323884,TALLER DE MOTIVACION CLIMA Y CULTURA ORGANIZACIONAL
8610180800349736,CURSO EN TEMAS DE SOLDADURA GTAW
8610180800365106,CURSO EN TEMAS RELACIONADOS A NORMAS INTERNACIONALES DE AUDITORIA
8610180800365215,CURSO EN TEMAS RELACIONADOS A FORTALECIMIENTO DE CAPACIDADES
8610180800374608,CURSO DE TEMAS DE MINERIA E HIDROCARBUROS
8610180800389711,CURSO EN TEMAS DE SANEAMIENTO AMBIENTAL
8610180800390763,CURSO DE ESPECIALIZACION EN OPERACION Y MANTENIMIENTO DE LOS SERVICIOS DE AGUA Y SANEAMIENTO RURAL
8610180900337197,CURSO EN TEMAS PORTUARIOS
8610181000229354,CURSO DE DISEÑO DE JARDINES
8610181000229460,TALLER EN STRESS LABORAL - TECNICAS Y ALTERNATIVAS DE MANEJO
8610181000229474,SERVICIO DE CONFERENCIA MAGISTRAL
8610181000229582,CURSO DE ORGANIZACION DE REUNIONES Y EVENTOS
8610181000271607,CURSO DE AUTOEVALUACION PARA LA ACREDITACION DE LA CALIDAD EDUCATIVA
8610181000289262,"CURSO DE GESTION, ORGANIZACION Y DESARROLLO DE EVENTOS"
8610181000294103,CURSO EN TEMAS DE SEGUROS
8610181000371602,TALLER EN TEMAS DE PANADERIA
8611150500390340,SERVICIO DE SUPERVISION DE EVALUACION DE CONOCIMIENTOS VIRTUAL O REMOTA
8611160200359659,TALLER DE COCINA Y REPOSTERIA
8611170100391972,SERVICIO DE LA CERTIFICACION DE LA CALIDAD EDUCATIVA EN EL IDIOMA INGLES
8611170200229394,CURSO DE INGLES
8612170100227286,SERVICIO DE ENSEÑANZA UNIVERSITARIA
8612170100229375,SEMINARIO EN ELABORACION DEL PROYECTO DE TESIS
8612170100271523,CURSO SISTEMA DE CONTROL GUBERNAMENTAL
8612170100370013,SERVICIO DE ENSEÑANZA PRE UNIVERSITARIA
8612170100374108,CURSO DE RAZONAMIENTO VERBAL
8612170200229186,ESPECIALIZACION EN INFORMATICA
8612170200229196,ESPECIALIZACION EN ORACLE
8612170200229226,MAESTRIA EN GESTION PUBLICA
8612170200229233,MAESTRIA EN ADMINISTRACION PUBLICA
8612170200229256,ESPECIALIZACION EN GESTION DE COMERCIO EXTERIOR Y ADUANAS
8612170200229309,ESPECIALIZACION EN ECONOMIA
8612170200229439,ESPECIALIZACION EN GERENCIA DE LA ADMINISTRACION PUBLICA
8612170200229563,MAESTRIA EN ADMINISTRACION DE EMPRESAS (MBA)
8612170200229588,MAESTRIA EN DERECHO CONSTITUCIONAL
8612170200229622,DIPLOMADO EN GERENCIA ESTRATEGICA
8612170200229646,ESPECIALIZACION EN SEGURIDAD MANTENIMIENTO Y OPERACION DE MAQUINARIA PESADA
8612170200229743,MAESTRIA EN GESTION DE POLITICAS PUBLICAS
8612170200229770,DIPLOMADO EN TEMAS EMPRESARIALES
8612170200229804,ESPECIALIZACION EN DISEÑO Y GESTION DE PROYECTOS SOCIALES
8612170200229998,DIPLOMADO EN FORMULACION Y EVALUACION DE PROYECTOS DENTRO DEL MARCO DEL SNIP
8612170200230046,DIPLOMADO EN GESTION DE RECURSOS HUMANOS
8612170200230052,DIPLOMADO EN DERECHO ADMINISTRATIVO
8612170200254956,DIPLOMADO DE ESTUDIO DE ESTRATEGIA DE NEGOCIACION Y COMUNICACION EFICAZ
8612170200263450,DIPLOMADO EN ADMINISTRACION Y GESTION PUBLICA
8612170200271592,ESPECIALIZACION EN RECLUTAMIENTO Y SELECCION DE PERSONAL POSTULANTE
8612170200271600,ESPECIALIZACION FRESADORA INDUSTRIAL
8612170200283537,ESPECIALIZACION EN PLANEAMIENTO ESTRATEGICO
8612170200283541,DIPLOMADO EN FINANZAS
8612170200283636,DIPLOMADO EN REGULACION Y GESTION AMBIENTAL
8612170200326653,ESPECIALIZACION EN ADMINISTRACION Y GESTION PUBLICA
8612170200326655,ESPECIALIZACION EN PRESUPUESTO POR RESULTADOS
8612170200336569,DIPLOMADO EN GESTION EDUCATIVA
8612170200336790,DIPLOMADO EN EDUCACION
8612170200337140,DIPLOMADO EN TEMAS DE CONTRATACIONES DEL ESTADO
8612170200337141,ESPECIALIZACION EN TEMAS DE CONTRATACIONES DEL ESTADO
8612170200337142,MAESTRIA EN TEMAS DE ADMINISTRACION DE LOGISTICA
8612170200337143,MAESTRIA EN TEMAS DE ADMINISTRACION DE CONTRATACIONES DEL ESTADO
8612170200370438,ESPECIALIZACION EN FORMULACION Y EVALUACION DE PLANES DE NEGOCIOS
8612170200371533,DIPLOMADO EN TEMAS TRIBUTARIOS
8612170200371541,DIPLOMADO EN TEMAS DEL CODIGO PROCESAL PENAL
8612170200374243,DIPLOMADO EN TEMAS DE PROYECTOS DE INVERSION
8612170200376437,MAESTRIA EN DESARROLLO Y DEFENSA NACIONAL
8612170200380294,DIPLOMADO EN CRIMINOLOGIA
8612170200380295,DIPLOMADO EN POLITICAS DE SEGURIDAD Y POLITICA CRIMINAL
8612170200380599,MAESTRIA EN GERENCIA DE SERVICIOS DE SALUD
8612180300226799,SERVICIO DE DIRECCION TECNICA DE DEPORTES
8612180300229897,TALLER DE FOTOGRAFIA
8612180300230033,CURSO EN TEMAS DE MANTENIMIENTO DE MOTORES DIESEL
8612180300370003,CONSULTORIA EN TEMAS DE ENSEÑANZA SUPERIOR NO UNIVERSITARIA
8612180400374109,CURSO DE TAI CHI
8612180400374112,CURSO DE VOLEY
8612180400374131,CURSO DE FUTBOL
8612180400374132,TALLER EN TEMAS DE GIMNASIA RITMICA
8612180400374134,CURSO DE NATACION
8613150100229899,TALLER DE TEATRO
8613150200229620,CURSO DE PRACTICO DE PINTURA
8613150200229927,TALLER DE PINTURA Y DIBUJO
8613150300228784,SERVICIO DE DISEÑO DE ESCULTURAS EN PAISAJES
8613150400226803,SERVICIO DE CONVOCATORIA DE MEDIOS DE COMUNICACION PARA DIFUSION DE EVENTOS
8613150400312738,CURSO DE PRODUCCION
8613160100374129,CURSO DE CANTO
8613160200227070,SERVICIO EN TEMAS DE DANZAS
8613160200229894,TALLER DE DANZAS PERUANAS Y MARINERA NORTEÑA
8613160200374130,CURSO DE DANZAS
8613170100276746,CURSO DE TECNICAS DE MANEJO
8613170200271603,ESPECIALIZACION AERONAUTICA
8613170200356623,CURSO TEORICO PRACTICO EN SIMULADOR DE VUELO
8613170200393608,SERVICIO DE CAPACITACION PARA CONTROLADORES DE TRANSITO AEREO
8613180200277552,SERVICIO EN TEMAS DE PILOTAJE DE AERONAVES
8613200100229435,CURSO EN TEMAS DE SISTEMAS DE INFORMACION GERENCIAL
8613200100229592,TALLER EN TEMAS DE FORMACION DE LIDERES
8613200100271606,CURSO EN TEMAS DE DIDACTICAS DE LA ENSEÑANZA
8613200100276752,CURSO EN TEMAS DE NEGOCIACION Y MANEJO DE CONFLICTOS
8613200100283540,TALLER EN TEMAS DE GESTION DE TESORERIA
8613200100283618,CURSO EN TEMAS DE PROYECTOS DE INVERSION PUBLICA
8613200100283626,TALLER EN TEMAS DE DESARROLLO DE PROYECTOS DE INVESTIGACION
8613210100388705,CONSULTORIA PARA ELABORACION DE PLAN DE ESTUDIO PARA EDUCACION SUPERIOR
8613210200229890,SERVICIO DE PLANIFICACION Y ORGANIZACION DE TALLERES
8613210200304744,CONSULTORIA DE ELABORACION DE DISEÑO DE CURRICULA Y MATERIAL EDUCATIVO
8613210200305046,CONSULTORIA DE MEJORAMIENTO DE GESTION Y PRACTICAS PEDAGOGICAS
8613210200314798,SERVICIO DE ORGANIZACION DE SEMINARIOS
8613210200315342,CONSULTORIA DE ELABORACION DE ESTRATEGIA EN GESTION EDUCATIVA
8613210200328666,CONSULTORIA DE ELABORACION DE MATERIAL EDUCATIVO
8613210200335322,CONSULTORIA DE ELABORACION DE MANUAL DE MODULOS EDUCATIVOS
8613220100228160,TALLER DE MINI TENIS
8613220100228161,TALLER DE KARATE
8613220100228163,TALLER DE MANUALIDADES
8613220100362083,TALLER EN TEMAS DE CONSTITUCION Y FORMALIZACION DE EMPRESAS
8613220100368903,TALLER EN TEMAS DE TEMAS DE PERIODISMO
8613220100368905,TALLER EN TEMAS DE TEMAS DE TURISMO
8613220100374078,TALLER EN TEMAS DE TEMAS PSICOSOCIALES
8613220100392530,SERVICIO DE ENTRENAMIENTO Y EVALUACION PARA CERTIFICACION DE CATADORES DE CAFES ESPECIALES
8613220100393421,TALLERES DE  FORTALECIMIENTO DEL LIDERAZGO EN LA COMUNICACION ORGANIZACIONAL
8613220100394163,CURSO EN TEMAS DE CREACION DE LIBROS DE DIVULGACION CIENTIFICA
8613220100394653,SERVICIO DE CAPACITACIÓN EN OPERADOR TEXTIL PARA ENSAMBLE
8613220600394110,SERVICIO DE AUXILIAR EN EDUCACION
8614150100229619,CURSO EN TEMAS DE MATEMATICAS
8614170400302709,CONSULTORIA EN TEMAS DE BIBLIOTECOLOGIA
8614170400390417,SUSCRIPCION EN LINEA A BIBLIOTECA VIRTUAL
9010190200255011,SERVICIO DE ALQUILER DE MAQUINA EXPENDEDORA DE CAFE
9011150100225318,SERVICIO DE ALOJAMIENTO
9011150100373887,SERVICIO DE HOSTELERIA(HOSPEDAJE Y ALIMENTACION)
9011150400094960,SERVICIO DE ALQUILER DE CASA DE CAMPO
9011160400129158,SERVICIO DE CONFECCION DE TOLDOS
9011180100225319,HABITACION SIMPLE
9012150200225325,SERVICIO DE AGENCIAMIENTO DE PASAJES AEREOS NACIONALES
9012150200232531,SERVICIO DE PASAJES TERRESTRE
9012150200352930,SERVICIO DE AGENCIAMIENTO DE PASAJES AEREOS INTERNACIONALES
9012150200352931,SERVICIO DE AGENCIAMIENTO DE PASAJES TERRESTRES NACIONALES
9012170100225327,SERVICIO DE OPERADOR TURISTICO
9012170100225328,SERVICIO DE GUIAS TURISTICOS
9013150100229082,SERVICIO DE DIRECCION ESCENICA
9013150400229075,SERVICIO DE REALIZACION DE CONCIERTOS
9014150200229064,SERVICIO DE ARBITRAJE DE DEPORTES
9014160100229146,SERVICIO DE ORGANIZACION DE EVENTOS DEPORTIVOS
9014160300226980,SERVICIO DE BUCEO
9110150300229116,SERVICIOS DE MASAJES
9110150400229117,SERVICIO DE CLASES DE AEROBICOS Y EJERCICIOS
9110160100229119,SERVICIO DE TRATAMIENTOS FACIALES O CORPORALES
9110160500229123,SERVICIO DE REALIZACION DE ELECTROLISIS
9110170100229126,SERVICIO DE PELUQUERIA
9110180300311030,SERVICIO DE ALQUILER DE ROPA PARA TEATRO
9110190300288386,SERVICIO DE VESTUARIO
9111150100255020,SERVICIO DE ALQUILER DE TOGAS
9111160100225387,SERVICIO DE LAVADO DE CONTENEDORES
9111160100225392,SERVICIO DE LIMPIEZA DE HORNO INCINERADOR
9111160100228984,SERVICIO DE LIMPIEZA Y MANTENIMIENTO EN MUSEOS Y ZONAS ARQUEOLOGICAS
9111160100270112,SERVICIO DE LIMPIEZA EXTERIOR DE TECHOS
9111160100270113,SERVICIO DE LIMPIEZA INTERIOR DE TECHOS
9111160100304476,SERVICIO DE LAVADO DE MATERIALES DE VIDRIO Y ACCESORIOS DE LABORATORIO
9111160100358133,SERVICIO DE LIMPIEZA Y FUMIGACIÓN DE LOCAL
9111160100367194,SERVICIO DE LIMPIEZA INTEGRAL DEL AEROPUERTO
9111160200225366,SERVICIO LAVADO Y LIMPIEZA PISCINAS
9111160200225368,SERVICIO DE LAVADO DE TANQUE DE AGUA
9111160200225369,SERVICIO DE LAVADO Y LIMPIEZA DE TANQUES DE BARCO
9111160200225370,SERVICIO DESINFECCION DE PISCINAS
9111160200323202,SERVICIO DE ALQUILER DE PISCINA
9111160200393606,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PISCINA
9111160300225286,SERVICIO DE ELABORACION DE BUFFET
9111160300225287,SERVICIO DE PREPARACION DE CENA
9111160300225301,SERVICIO DE ATENCION DE BRINDIS
9111160300225302,SERVICIO DE PREPARACION DE DESAYUNOS
9111160300225303,SERVICIO DE ALIMENTACION Y NUTRICION HOSPITALARIA
9111160300225304,SERVICIO DE CONCESIONARIO (A) DE ALIMENTOS
9111160300225305,SERVICIO DE PREPARACION DE ALMUERZO
9111160300225307,SERVICIO DE ELABORACION COCKTAIL
9111180300232798,SERVICIO DE ALQUILER DE VITRINAS
9111180300232804,SERVICIO DE ALQUILER DE LOCKERS
9111190100255313,"SERVICIO DE GUARDERIA, CUNA, JARDIN"
9210150100094835,SERVICIO DE SEGURIDAD Y CUSTODIA DE VEHICULOS
9210150100094854,SERVICIO DE SEGURIDAD Y VIGILANCIA
9210150100289368,SERVICIO ESPECIALIZADO EN RESGUARDO PERSONAL
9210150100377124,SERVICIO DE PATRULLAJE ACUATICO PARA PROTECCION DE BUQUES
9210150100392647,SERVICIO DE VIGILANCIA ELECTRONICA PERSONAL PARA SENTENCIADOS Y PROCESADOS
9210160300329831,SERVICIO DE INSPECCION Y EVALUACION DE SISTEMA CONTRAINCENDIO
9210180500369479,SERVICIO DE PATROCINIO LEGAL EN PROCESOS JUDICIALES
9211161200387917,SERVICIO DE DIAGNOSTICO DE RESTOS DE MATERIALES DE TIPO EXPLOSIVOS
9211180100225729,CONSULTORIA DE ELABORACION DE PLAN DE DEFENSA CIVIL
9211180100228967,SERVICIO DE DEMARCACION DE AREA PARA ZONA DE SEGURIDAD
9212160100393490,SERVICIO DE BARRIDO ELECTRONICO PARA DETECTAR DISPOSITIVOS ELECTRONICOS EN UN AREA
9212170100308763,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE ALARMA CON SENSOR DE MOVIMIENTO
9212170100336579,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE ALARMA CON SENSOR DE MOVIMIENTO
9212170100368273,SERVICIO DE ALQUILER DE GRILLETE ELECTRONICO
9212180200094840,SERVICIO DE SEGURIDAD Y MONITOREO EN RECOJO DE CAUDALES
9310150400390394,SERVICIO DE FORMULACION DE POLITICAS NACIONALES
9310160700226954,SERVICIO DE ANALISIS DE DATOS ESTADISTICOS
9310160700258652,SERVICIO DE ELABORACION DE ANALISIS ESTADISTICOS DE ATENCION A USUARIOS
9310160700258656,SERVICIO DE EVALUACION DE ESTADISTICAS DE ATENCIONES DE MESA DE AYUDA
9310160700287259,SERVICIO DE ELABORACION DE ESTADISTICAS DE ORDENES DE COMPRA Y SERVICIO
9310160700311168,SERVICIO DE ANALISIS ESTADISTICO Y ECONOMETRICO DE ENCUESTAS DE HOGARES
9310160700315476,SERVICIO DE ANALISIS ESTADISTICO DE PRUEBAS PARA DOCENTES
9310160700329832,SERVICIO DE ANALISIS Y EVALUACION ESTADISTICA
9310170300389459,SERVICIO DE ELABORACION DE NORMA DE OPCIONES TARIFARIAS
9310170300389460,SERVICIO DE ELABORACION DE NORMA DE GENERACION DE ENERGIA ELECTRICA
9310170400226777,SERVICIO DE COMENTARISTA EN AUDIENCIAS
9312150300094833,SERVICIO DE SEGURIDAD Y CUSTODIA A DIGNATARIOS
9312161500226214,SERVICIO DE DEMARCACION TERRITORIAL
9312161500258134,SERVICIO DE DEMARCACION Y ORGANIZACION TERRITORIAL
9313160800376792,SERVICIO DE ENTREGA DOMICILIARIA DE VALE POR CONSUMO DE ALIMENTOS
9313170200317350,SERVICIO DE ELABORACION DE PROPUESTA DE GESTION DE PROGRAMA DE AGUAS RESIDUALES
9313170400258662,SERVICIO DE CAMPAÑA PREVENTIVA DE OTORINOLARINGOLOGIA PEDIATRICA
9313170400258665,SERVICIO DE CAMPAÑA PREVENTIVA DE CONTROL DE CRECIMIENTO Y DESARROLLO DE NIÑO
9313170400320147,SERVICIO DE CAMPAÑA PREVENTIVA DE DESPISTAJE QUIROPRACTICO Y DE COLUMNA
9313170400360300,SERVICIO DE PROGRAMA DE PREVENTIVO DE SALUD OCUPACIONAL
9313170500362807,SERVICIO DE DETERMINACION DE BRECHA DE PROGRAMA DE CONSUMO DE DROGAS
9313180100329833,SERVICIO DE INSPECCION Y EVALUACION DE LAS ZONAS Y/O AREAS DE EXPANSION
9313180200292865,SERVICIO DE ELABORACION DE ESTUDIO DE RIESGOS Y VULNERABILIDADES POR DESASTRES
9313180200292881,SERVICIO DE ELABORACION DE PLAN DE CONTINUIDAD DE OPERACIONES EN CASO DE DESASTRES
9314150600307044,SERVICIO DE ASISTENCIA TECNICA EN PROTECCION SOCIAL
9314150700306239,SERVICIO DE MAPEO DE ACTORES EN COMUNICACION SOCIAL
9314150900279448,SERVICIO DE ANALISIS DE IMPLEMENTACION SISTEMA PRIVADO PENSIONES PARA INDEPENDIENTES
9314150900279449,SERVICIO DE ANALISIS DE REGIMENES PREVISIONALES
9314150900356872,SERVICIO DE PREVENCION DE CONFLICTOS SOCIALES
9314151100227052,SERVICIO DE EVALUACION DE ESTUDIOS SOCIALES
9314151300278756,SERVICIO DE ELABORACION DE INDICE TERRITORIAL DE SERVICIOS DEL ESTADO
